Sl,image_names,,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,label
202,44213_right.jpeg,,0.991298585,0.986680838,0.992212285,0.986121649,0.719131981,0.669564811,0.715709479,0.668878815,1.828347167,0
203,44215_left.jpeg,,0.996859438,0.994157223,0.996459627,0.994703852,0.793389105,0.752187042,0.79664959,0.749072717,1.387047887,0
204,44215_right.jpeg,,0.990734732,0.986148332,0.9909969,0.985042375,0.765248616,0.718551979,0.759975369,0.718934559,1.696252468,0
205,44217_left.jpeg,,0.987770024,0.985982368,0.991527371,0.981914156,0.661899825,0.599537742,0.671623938,0.590208942,1.55655112,0
206,44217_right.jpeg,,0.991206997,0.987681168,0.993732543,0.987704663,0.69156901,0.620907109,0.696664443,0.623294768,1.423101271,0
207,44218_left.jpeg,,0.995468189,0.99147008,0.995067982,0.992505713,0.66074774,0.583034617,0.660983216,0.592875141,1.589338137,0
208,44218_right.jpeg,,0.9973377,0.99465199,0.99652621,0.994446049,0.669623077,0.592519809,0.666297589,0.592915739,1.324913782,0
209,44220_left.jpeg,,0.993361216,0.989727357,0.993870525,0.99013005,0.752641914,0.692736696,0.752891891,0.697207827,1.424944176,0
210,44220_right.jpeg,,0.991209105,0.98703481,0.992430224,0.987415112,0.732282501,0.665101242,0.723491526,0.663006602,1.545684349,0
211,44221_left.jpeg,,0.995363602,0.991872374,0.994611255,0.992284648,0.747904812,0.699665898,0.743213921,0.702262824,1.574216589,0
212,44221_right.jpeg,,0.993455236,0.989310336,0.993501112,0.990166049,0.746792322,0.701277904,0.743646372,0.698572657,1.638766507,0
213,44222_left.jpeg,,0.993048165,0.989673672,0.994207746,0.989610468,0.568244775,0.488525558,0.570616852,0.49078764,1.836477709,0
214,44222_right.jpeg,,0.99561428,0.992271873,0.995480301,0.992649894,0.591199305,0.508932651,0.584584451,0.508395239,1.75898913,0
215,44225_left.jpeg,,0.991248911,0.989057086,0.994887781,0.989136825,0.725925124,0.647838701,0.727072117,0.655498811,1.136063875,0
216,44225_right.jpeg,,0.991473589,0.989012473,0.994657113,0.989350898,0.719363088,0.649703444,0.721364702,0.645764374,1.209853084,0
217,44228_left.jpeg,,0.976636414,0.973981559,0.983864903,0.967974805,0.536832302,0.479933281,0.569041309,0.471506921,1.978192617,0
218,44228_right.jpeg,,0.983453455,0.97591765,0.983912335,0.97518817,0.525466792,0.457457225,0.537144798,0.456526961,2.051185939,0
219,44229_left.jpeg,,0.984957461,0.98142518,0.989159944,0.981679425,0.598642745,0.532020042,0.621756595,0.534812436,1.734420922,0
220,44229_right.jpeg,,0.996218119,0.993671342,0.996426567,0.99581513,0.708302091,0.639717533,0.729794536,0.649273147,1.236637801,0
221,44231_left.jpeg,,0.991835938,0.986681484,0.992238344,0.987811989,0.741366071,0.693652129,0.738405593,0.694410534,1.734812292,0
222,44231_right.jpeg,,0.993013489,0.987063013,0.99012924,0.986431401,0.745898904,0.698039139,0.74580342,0.700482729,1.596286653,0
223,44232_left.jpeg,,0.992499737,0.988599427,0.993896217,0.989460717,0.81145139,0.770968713,0.811813374,0.77143891,1.488558032,0
224,44232_right.jpeg,,0.992717223,0.988573805,0.992924395,0.988818494,0.765739584,0.723558867,0.766387712,0.722935217,1.697974166,0
225,44235_left.jpeg,,0.987468326,0.982831299,0.988114201,0.979805543,0.58042742,0.515158756,0.593492146,0.516650201,1.815021345,0
226,44235_right.jpeg,,0.992400902,0.987318652,0.99301987,0.987826669,0.581360657,0.516605158,0.599606682,0.524949157,1.882247032,0
227,44238_left.jpeg,,0.989751181,0.985002269,0.991281968,0.986820243,0.594039447,0.511445201,0.593162937,0.521039875,1.760517801,0
228,44238_right.jpeg,,0.993466183,0.989676173,0.99392247,0.989454727,0.592412599,0.502637239,0.585021801,0.506742566,1.851265879,0
229,44240_left.jpeg,,0.986622439,0.978783214,0.986058821,0.976878437,0.604097377,0.536905995,0.597799617,0.534597382,2.221527154,0
230,44240_right.jpeg,,0.985259955,0.976515567,0.984317567,0.975154404,0.606775112,0.540326165,0.599607807,0.538146962,2.327597968,0
231,44241_left.jpeg,,0.982335005,0.977808345,0.987432559,0.977126454,0.58191497,0.515037077,0.596286188,0.514948732,1.942644848,0
232,44241_right.jpeg,,0.989489189,0.982477744,0.989518499,0.984343742,0.560054845,0.488955269,0.574961677,0.494245245,1.929447649,0
233,44242_right.jpeg,,0.991680271,0.985526123,0.990576034,0.986250938,0.564691479,0.498315049,0.575719449,0.499930977,1.933321764,0
234,44243_left.jpeg,,0.989806359,0.984180292,0.989380512,0.985181904,0.703315388,0.631024031,0.688520307,0.633035483,1.527420701,0
235,44243_right.jpeg,,0.993775841,0.989080463,0.991881856,0.988304302,0.869758634,0.826868027,0.871340614,0.825303418,0.872518438,0
236,44253_left.jpeg,,0.991879578,0.985502706,0.990858402,0.985967517,0.66026221,0.584756458,0.641960456,0.581671649,1.696747252,0
237,44253_right.jpeg,,0.988851988,0.981450193,0.989181515,0.982363768,0.65948918,0.593537346,0.655032839,0.590182014,1.918476424,0
238,44254_left.jpeg,,0.969773634,0.963033301,0.982262735,0.966265381,0.571955316,0.507421418,0.624066718,0.527757024,1.698741321,0
239,44254_right.jpeg,,0.996660866,0.994102062,0.996945874,0.994819931,0.654305248,0.596081369,0.684037115,0.603805622,1.401350963,0
240,44257_left.jpeg,,0.990468345,0.984024793,0.990949922,0.985108604,0.641486304,0.573750271,0.633950974,0.570523654,1.656201714,0
241,44257_right.jpeg,,0.989886788,0.985474817,0.991615637,0.98566511,0.683636214,0.624601623,0.681266355,0.616377412,1.674297853,0
242,44260_left.jpeg,,0.991439793,0.987103622,0.991435345,0.985208086,0.613626849,0.546555973,0.626057811,0.544632414,1.729435007,0
243,44260_right.jpeg,,0.992134399,0.986585498,0.992070371,0.987466304,0.571295792,0.504963712,0.586524256,0.507389921,1.865862204,0
244,44261_left.jpeg,,0.988889509,0.982228371,0.990447286,0.983075553,0.604769792,0.533058278,0.607798156,0.537653931,2.004727347,0
245,44261_right.jpeg,,0.991106702,0.985801616,0.991357499,0.98468349,0.648117425,0.576525129,0.64530748,0.574571057,1.772133784,0
246,44262_left.jpeg,,0.993375212,0.989882842,0.993748629,0.989933429,0.746367388,0.702864696,0.744865109,0.701698852,1.700144949,0
247,44262_right.jpeg,,0.991487745,0.985360958,0.991387647,0.98782312,0.743369544,0.70020119,0.743995637,0.701713758,1.733196261,0
248,44264_left.jpeg,,0.993930522,0.990683573,0.993889028,0.989570292,0.77688275,0.732654368,0.775966455,0.730143171,1.620251876,0
249,44264_right.jpeg,,0.994426924,0.990296728,0.993801472,0.990364298,0.772197411,0.728002025,0.773401984,0.726571659,1.565738434,0
250,44265_left.jpeg,,0.993555213,0.989756215,0.993829189,0.989434943,0.565275917,0.494718757,0.580765148,0.500453957,1.767553037,0
251,44265_right.jpeg,,0.991444167,0.985104289,0.99160035,0.988636202,0.561101997,0.495512789,0.584517069,0.495957229,1.77502584,0
252,44267_left.jpeg,,0.989155552,0.986921527,0.991686839,0.986148777,0.64620772,0.575413158,0.652218807,0.571901986,1.638890309,0
253,44267_right.jpeg,,0.988761757,0.985431363,0.992441705,0.986552822,0.617266428,0.534808243,0.627735968,0.544690255,1.603867186,0
254,44268_left.jpeg,,0.99518918,0.993049226,0.995222629,0.992477531,0.70553766,0.632958499,0.692368738,0.626977167,1.284154264,0
255,44268_right.jpeg,,0.987752137,0.981695319,0.988244431,0.981688165,0.626443447,0.557777902,0.621862797,0.563064942,1.835795533,0
256,44278_left.jpeg,,0.985899272,0.976585637,0.98575075,0.981229823,0.538281946,0.471713318,0.55515269,0.473660334,2.003109517,0
257,44278_right.jpeg,,0.985995552,0.976672689,0.985892258,0.981509129,0.537423092,0.476960012,0.566577296,0.478496172,2.013037068,0
258,44280_left.jpeg,,0.993110183,0.990568733,0.996177248,0.991161352,0.717192632,0.647172811,0.726610474,0.647907247,1.078189698,0
259,44280_right.jpeg,,0.993889127,0.991066727,0.996322409,0.992434647,0.730043425,0.662263576,0.739909577,0.664289201,1.073891548,0
260,44281_left.jpeg,,0.997741717,0.996724894,0.997612481,0.996091287,0.702587369,0.62026264,0.697792793,0.620405275,1.082936188,0
261,44281_right.jpeg,,0.996389606,0.994429833,0.996106828,0.993865921,0.616307448,0.522953974,0.60540652,0.52767477,1.403223613,0
262,44282_left.jpeg,,0.997635204,0.995831677,0.99764314,0.995661529,0.764779823,0.718377165,0.767683149,0.709983552,1.230565506,0
263,44282_right.jpeg,,0.99773582,0.995132893,0.997225347,0.995852155,0.767990804,0.713120764,0.766126908,0.716659897,1.189963885,0
264,44284_left.jpeg,,0.996443497,0.994482423,0.996833492,0.994741607,0.753041855,0.705211903,0.749189698,0.705419593,1.415258669,0
265,44284_right.jpeg,,0.996583855,0.994827951,0.996653125,0.994183623,0.752126401,0.705082189,0.749213203,0.70411981,1.424501289,0
266,44285_left.jpeg,,0.99166266,0.986599059,0.99218275,0.988208376,0.669978762,0.610952012,0.693502776,0.60976113,1.386692539,0
267,44285_right.jpeg,,0.994318497,0.992435755,0.995479372,0.992210068,0.672571479,0.613282482,0.699999655,0.617642745,1.258515701,0
268,44287_left.jpeg,,0.997046063,0.994945289,0.996803126,0.994442479,0.749203356,0.703636788,0.746716626,0.704436524,1.568401184,0
269,44287_right.jpeg,,0.992122724,0.989481218,0.993403355,0.988325439,0.75549678,0.71349899,0.758761697,0.715194941,1.542679115,0
270,44298_left.jpeg,,0.99019892,0.987666162,0.993619726,0.986243506,0.728009571,0.670043699,0.732161819,0.659024479,1.330902961,0
271,44298_right.jpeg,,0.985108419,0.976720717,0.985548738,0.978316958,0.670044875,0.608819075,0.67189948,0.607703617,1.787454753,0
272,44306_left.jpeg,,0.99232356,0.989761671,0.994733074,0.989630399,0.752720441,0.683504128,0.761037677,0.687636822,1.032292075,0
273,44306_right.jpeg,,0.993051195,0.989101982,0.992877703,0.988959343,0.646035673,0.576411563,0.652902195,0.578885809,1.45403644,0
274,44308_left.jpeg,,0.99407284,0.991761007,0.995082658,0.990368574,0.658972023,0.597428719,0.682398823,0.591010902,1.389502728,0
275,44308_right.jpeg,,0.987382628,0.982921873,0.990962458,0.984018172,0.574808423,0.508299857,0.598930593,0.51532819,1.897854733,0
276,44317_left.jpeg,,0.996463286,0.994415885,0.996514821,0.994526769,0.705529644,0.658298529,0.710743541,0.649707986,1.507687993,0
277,44317_right.jpeg,,0.996751215,0.994944961,0.997036864,0.995269442,0.766851697,0.719931423,0.77431967,0.722152163,1.245301296,0
278,44325_left.jpeg,,0.995088877,0.9913666,0.994760854,0.991647516,0.616479586,0.547621898,0.630053863,0.549560227,1.57257203,0
279,44325_right.jpeg,,0.993650078,0.988371863,0.993222713,0.989055595,0.611032273,0.54225393,0.631272925,0.550223382,1.707533133,0
280,44327_left.jpeg,,0.995457643,0.992251655,0.994920806,0.991698668,0.779595887,0.732724932,0.7774476,0.733200637,1.576320366,0
281,44327_right.jpeg,,0.994564604,0.990907047,0.994848095,0.991415836,0.779040571,0.73370947,0.77872769,0.734652424,1.577258728,0
282,44328_left.jpeg,,0.994982145,0.992033894,0.995404564,0.992306355,0.805449156,0.764442117,0.805652599,0.76288242,1.367766696,0
283,44330_left.jpeg,,0.995238781,0.989876136,0.992059656,0.991033426,0.73103258,0.626307001,0.701567229,0.636607346,0.984889469,0
284,44330_right.jpeg,,0.990178538,0.988189102,0.990824361,0.98388052,0.66745157,0.579397196,0.665474456,0.576181793,1.345974408,0
285,44331_left.jpeg,,0.989491412,0.984233414,0.991100539,0.984162999,0.618039348,0.538341171,0.614415398,0.536939159,1.667009818,0
286,44331_right.jpeg,,0.989922794,0.986455483,0.992342742,0.98539692,0.637400708,0.56510405,0.644730413,0.563864149,1.564584385,0
287,44334_left.jpeg,,0.994112034,0.990150134,0.994198113,0.990365228,0.644774167,0.579102854,0.656895294,0.578503348,1.59462087,0
288,44334_right.jpeg,,0.993826835,0.990600192,0.994673037,0.990860964,0.628123031,0.566115421,0.647444898,0.566892656,1.588020134,0
289,44337_right.jpeg,,0.996115849,0.992777504,0.995787446,0.993750059,0.667268069,0.587257651,0.671550022,0.595589497,1.451426554,0
290,44338_left.jpeg,,0.996201798,0.99396574,0.995798341,0.993021749,0.790918021,0.754087296,0.793418754,0.74873853,1.402355348,0
291,44338_right.jpeg,,0.9963778,0.993980483,0.996588475,0.993423718,0.78616711,0.74285747,0.786311016,0.743425839,1.498177451,0
292,44339_left.jpeg,,0.992875424,0.987385919,0.993724782,0.991114266,0.82237226,0.773841527,0.816268063,0.783110297,1.38265801,0
293,44339_right.jpeg,,0.993724145,0.991082998,0.992794648,0.986932605,0.81528096,0.777490868,0.81005032,0.765902406,1.420575926,0
294,44343_left.jpeg,,0.993163644,0.989444505,0.993332372,0.988878569,0.726776045,0.659386698,0.715483294,0.658805851,1.503332748,0
295,44343_right.jpeg,,0.993224309,0.989522545,0.993393142,0.988623366,0.727359549,0.669770027,0.722588018,0.668817455,1.659540368,0
296,44347_left.jpeg,,0.992266428,0.988097679,0.993309974,0.988756405,0.747239032,0.699228136,0.745834185,0.700934941,1.643933811,0
297,44347_right.jpeg,,0.993636235,0.990245066,0.99406283,0.989879776,0.739871079,0.691844098,0.737255694,0.691077099,1.625912306,0
298,44348_left.jpeg,,0.988651414,0.984120793,0.992009652,0.985217653,0.704580336,0.627304994,0.710289869,0.641494195,1.275799773,0
299,44348_right.jpeg,,0.991504848,0.984739053,0.991328356,0.986851657,0.654747418,0.575952295,0.649565218,0.580344984,1.562755738,0
300,44349_left.jpeg,,0.989417815,0.982584316,0.989153915,0.982636441,0.551993481,0.482678269,0.562856091,0.485857692,2.06216605,0
